gene,kegg_id,alia,copy
UGDH,hsa:7358,UGD,UGDH (copy)
UGDH,hsa:7358,UDP-glucose 6-dehydrogenase,UGDH (copy)
UGT2A1,hsa:10941,UDPGT2A1,UGT2A1 (copy)
UGT2A1,hsa:10941,UDP glucuronosyltransferase family 2 member A1 complex locus,UGT2A1 (copy)
UGT1A10,hsa:54575,GNT1,UGT1A10 (copy)
UGT1A10,hsa:54575,UDPGT,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT-1A,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT-1J,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1-01,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1-10,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1.1,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1.10,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1A,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1A1,UGT1A10 (copy)
UGT1A10,hsa:54575,UGT1J,UGT1A10 (copy)
UGT1A10,hsa:54575,hUG-BR1,UGT1A10 (copy)
UGT1A10,hsa:54575,UDP glucuronosyltransferase family 1 member A10,UGT1A10 (copy)
UGT1A8,hsa:54576,GNT1,UGT1A8 (copy)
UGT1A8,hsa:54576,UDPGT,UGT1A8 (copy)
UGT1A8,hsa:54576,UDPGT_1-1,UGT1A8 (copy)
UGT1A8,hsa:54576,UDPGT_1-8,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT-1A,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT-1H,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1-01,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1-08,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1.1,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1.8,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1A,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1A1,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1A8S,UGT1A8 (copy)
UGT1A8,hsa:54576,UGT1H,UGT1A8 (copy)
UGT1A8,hsa:54576,hUG-BR1,UGT1A8 (copy)
UGT1A8,hsa:54576,UDP glucuronosyltransferase family 1 member A8,UGT1A8 (copy)
UGT1A7,hsa:54577,GNT1,UGT1A7 (copy)
UGT1A7,hsa:54577,UDPGT,UGT1A7 (copy)
UGT1A7,hsa:54577,UDPGT_1-7,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT-1A,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT-1G,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1-01,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1-07,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1.1,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1.7,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1A,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1A1,UGT1A7 (copy)
UGT1A7,hsa:54577,UGT1G,UGT1A7 (copy)
UGT1A7,hsa:54577,hUG-BR1,UGT1A7 (copy)
UGT1A7,hsa:54577,UDP glucuronosyltransferase family 1 member A7,UGT1A7 (copy)
UGT1A6,hsa:54578,GNT1,UGT1A6 (copy)
UGT1A6,hsa:54578,HLUGP,UGT1A6 (copy)
UGT1A6,hsa:54578,HLUGP1,UGT1A6 (copy)
UGT1A6,hsa:54578,UDPGT,UGT1A6 (copy)
UGT1A6,hsa:54578,UDPGT_1-6,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT-1A,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT-1C,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT-1E,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT-1F,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1-01,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1-03,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1-05,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1-06,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1.1,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1.3,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1.5,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1.6,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1A,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1A1,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1A3,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1A5,UGT1A6 (copy)
UGT1A6,hsa:54578,UGT1A6S,UGT1A6 (copy)
UGT1A6,hsa:54578,"UGT1C,~",UGT1A6 (copy)
UGT1A6,hsa:54578,UDP glucuronosyltransferase family 1 member A6,UGT1A6 (copy)
UGT1A5,hsa:54579,UDPGT,UGT1A5 (copy)
UGT1A5,hsa:54579,UDPGT_1-5,UGT1A5 (copy)
UGT1A5,hsa:54579,UGT1E,UGT1A5 (copy)
UGT1A5,hsa:54579,UDP glucuronosyltransferase family 1 member A5,UGT1A5 (copy)
UGT1A9,hsa:54600,HLUGP4,UGT1A9 (copy)
UGT1A9,hsa:54600,LUGP4,UGT1A9 (copy)
UGT1A9,hsa:54600,UDPGT,UGT1A9 (copy)
UGT1A9,hsa:54600,UDPGT_1-9,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT-1I,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT1-09,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT1-9,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT1.9,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT1A9S,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT1AI,UGT1A9 (copy)
UGT1A9,hsa:54600,UGT1I,UGT1A9 (copy)
UGT1A9,hsa:54600,UDP glucuronosyltransferase family 1 member A9,UGT1A9 (copy)
UGT1A4,hsa:54657,GNT1,UGT1A4 (copy)
UGT1A4,hsa:54657,HUG-BR2,UGT1A4 (copy)
UGT1A4,hsa:54657,UDPGT,UGT1A4 (copy)
UGT1A4,hsa:54657,UDPGT_1-4,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT-1A,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT-1D,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1-01,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1-04,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1.1,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1.4,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1A,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1A1,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1A4S,UGT1A4 (copy)
UGT1A4,hsa:54657,UGT1D,UGT1A4 (copy)
UGT1A4,hsa:54657,hUG-BR1,UGT1A4 (copy)
UGT1A4,hsa:54657,UDP glucuronosyltransferase family 1 member A4,UGT1A4 (copy)
UGT1A1,hsa:54658,BILIQTL1,UGT1A1 (copy)
UGT1A1,hsa:54658,GNT1,UGT1A1 (copy)
UGT1A1,hsa:54658,HUG-BR1,UGT1A1 (copy)
UGT1A1,hsa:54658,UDPGT,UGT1A1 (copy)
UGT1A1,hsa:54658,UDPGT_1-1,UGT1A1 (copy)
UGT1A1,hsa:54658,UGT1,UGT1A1 (copy)
UGT1A1,hsa:54658,UGT1A,UGT1A1 (copy)
UGT1A1,hsa:54658,UDP glucuronosyltransferase family 1 member A1,UGT1A1 (copy)
UGT1A3,hsa:54659,UDPGT,UGT1A3 (copy)
UGT1A3,hsa:54659,UDPGT_1-3,UGT1A3 (copy)
UGT1A3,hsa:54659,UGT-1C,UGT1A3 (copy)
UGT1A3,hsa:54659,UGT1-03,UGT1A3 (copy)
UGT1A3,hsa:54659,UGT1.3,UGT1A3 (copy)
UGT1A3,hsa:54659,UGT1A3S,UGT1A3 (copy)
UGT1A3,hsa:54659,UGT1C,UGT1A3 (copy)
UGT1A3,hsa:54659,UDP glucuronosyltransferase family 1 member A3,UGT1A3 (copy)
UGT2A2,hsa:574537,UDPGT_2A2,UGT2A2 (copy)
UGT2A2,hsa:574537,UDP glucuronosyltransferase family 2 member A2,UGT2A2 (copy)
UGT2B4,hsa:7363,HLUG25,UGT2B4 (copy)
UGT2B4,hsa:7363,UDPGT2B4,UGT2B4 (copy)
UGT2B4,hsa:7363,UDPGTH1,UGT2B4 (copy)
UGT2B4,hsa:7363,UDPGTh-1,UGT2B4 (copy)
UGT2B4,hsa:7363,UGT2B11,UGT2B4 (copy)
UGT2B4,hsa:7363,UDP glucuronosyltransferase family 2 member B4,UGT2B4 (copy)
UGT2B7,hsa:7364,UDPGT_2B7,UGT2B7 (copy)
UGT2B7,hsa:7364,UDPGT_2B9,UGT2B7 (copy)
UGT2B7,hsa:7364,UDPGT2B7,UGT2B7 (copy)
UGT2B7,hsa:7364,UDPGTH2,UGT2B7 (copy)
UGT2B7,hsa:7364,UDPGTh-2,UGT2B7 (copy)
UGT2B7,hsa:7364,UGT2B9,UGT2B7 (copy)
UGT2B7,hsa:7364,UDP glucuronosyltransferase family 2 member B7,UGT2B7 (copy)
UGT2B10,hsa:7365,UDPGT2B10,UGT2B10 (copy)
UGT2B10,hsa:7365,UDP glucuronosyltransferase family 2 member B10,UGT2B10 (copy)
UGT2B15,hsa:7366,HLUG4,UGT2B15 (copy)
UGT2B15,hsa:7366,UDPGT_2B8,UGT2B15 (copy)
UGT2B15,hsa:7366,UDPGT2B15,UGT2B15 (copy)
UGT2B15,hsa:7366,UDPGTH3,UGT2B15 (copy)
UGT2B15,hsa:7366,UGT2B8,UGT2B15 (copy)
UGT2B15,hsa:7366,UDP glucuronosyltransferase family 2 member B15,UGT2B15 (copy)
UGT2B17,hsa:7367,BMND12,UGT2B17 (copy)
UGT2B17,hsa:7367,UDPGT2B17,UGT2B17 (copy)
UGT2B17,hsa:7367,UDP glucuronosyltransferase family 2 member B17,UGT2B17 (copy)
UGP2,hsa:7360,DEE83,UGP2 (copy)
UGP2,hsa:7360,EIEE83,UGP2 (copy)
UGP2,hsa:7360,SVUGP2,UGP2 (copy)
UGP2,hsa:7360,UDPG,UGP2 (copy)
UGP2,hsa:7360,UDPGP,UGP2 (copy)
UGP2,hsa:7360,UDPGP2,UGP2 (copy)
UGP2,hsa:7360,UGP1,UGP2 (copy)
UGP2,hsa:7360,UGPP1,UGP2 (copy)
UGP2,hsa:7360,UGPP2,UGP2 (copy)
UGP2,hsa:7360,pHC379,UGP2 (copy)
UGP2,hsa:7360,UDP-glucose pyrophosphorylase 2,UGP2 (copy)
DCXR,hsa:51181,DCR,DCXR (copy)
DCXR,hsa:51181,HCR2,DCXR (copy)
DCXR,hsa:51181,HCRII,DCXR (copy)
DCXR,hsa:51181,KIDCR,DCXR (copy)
DCXR,hsa:51181,P34H,DCXR (copy)
DCXR,hsa:51181,PNTSU,DCXR (copy)
DCXR,hsa:51181,SDR20C1,DCXR (copy)
DCXR,hsa:51181,XR,DCXR (copy)
DCXR,hsa:51181,dicarbonyl and L-xylulose reductase,DCXR (copy)
AKR1B1,hsa:231,ADR,AKR1B1 (copy)
AKR1B1,hsa:231,ALDR1,AKR1B1 (copy)
AKR1B1,hsa:231,ALR2,AKR1B1 (copy)
AKR1B1,hsa:231,AR,AKR1B1 (copy)
AKR1B1,hsa:231,aldo-keto reductase family 1 member B,AKR1B1 (copy)
AKR1B10,hsa:57016,AKR1B11,AKR1B10 (copy)
AKR1B10,hsa:57016,AKR1B12,AKR1B10 (copy)
AKR1B10,hsa:57016,ALDRLn,AKR1B10 (copy)
AKR1B10,hsa:57016,ARL-1,AKR1B10 (copy)
AKR1B10,hsa:57016,ARL1,AKR1B10 (copy)
AKR1B10,hsa:57016,HIS,AKR1B10 (copy)
AKR1B10,hsa:57016,HSI,AKR1B10 (copy)
AKR1B10,hsa:57016,aldo-keto reductase family 1 member B10,AKR1B10 (copy)
CRYL1,hsa:51084,GDH,CRYL1 (copy)
CRYL1,hsa:51084,HEL30,CRYL1 (copy)
CRYL1,hsa:51084,gul3DH,CRYL1 (copy)
CRYL1,hsa:51084,lambda-CRY,CRYL1 (copy)
CRYL1,hsa:51084,crystallin lambda 1,CRYL1 (copy)
DHDH,hsa:27294,2DD,DHDH (copy)
DHDH,hsa:27294,HUM2DD,DHDH (copy)
DHDH,hsa:27294,dihydrodiol dehydrogenase,DHDH (copy)
AKR1A1,hsa:10327,ALDR1,AKR1A1 (copy)
AKR1A1,hsa:10327,ALR,AKR1A1 (copy)
AKR1A1,hsa:10327,ARM,AKR1A1 (copy)
AKR1A1,hsa:10327,DD3,AKR1A1 (copy)
AKR1A1,hsa:10327,HEL-S-6,AKR1A1 (copy)
AKR1A1,hsa:10327,aldo-keto reductase family 1 member A1,AKR1A1 (copy)
SORD,hsa:6652,HEL-S-95n,SORD (copy)
SORD,hsa:6652,RDH,SORD (copy)
SORD,hsa:6652,SDH,SORD (copy)
SORD,hsa:6652,SORD1,SORD (copy)
SORD,hsa:6652,SORDD,SORD (copy)
SORD,hsa:6652,XDH,SORD (copy)
SORD,hsa:6652,sorbitol dehydrogenase,SORD (copy)
KHK,hsa:3795,FRUCTU,KHK (copy)
KHK,hsa:3795,ketohexokinase,KHK (copy)
PFKFB1,hsa:5207,F6PK,PFKFB1 (copy)
PFKFB1,hsa:5207,HL2K,PFKFB1 (copy)
PFKFB1,hsa:5207,PFRX,PFKFB1 (copy)
PFKFB2,hsa:5208,PFK-2/FBPase-2,PFKFB2 (copy)
PFKFB3,hsa:5209,IPFK2,PFKFB3 (copy)
PFKFB3,hsa:5209,PFK2,PFKFB3 (copy)
PFKFB3,hsa:5209,iPFK-2,PFKFB3 (copy)
TIGAR,hsa:57103,C12orf5,TIGAR (copy)
TIGAR,hsa:57103,FR2BP,TIGAR (copy)
TIGAR,hsa:57103,TP53 induced glycolysis regulatory phosphatase,TIGAR (copy)
MPI,hsa:4351,CDG1B,MPI (copy)
MPI,hsa:4351,PMI,MPI (copy)
MPI,hsa:4351,PMI1,MPI (copy)
MPI,hsa:4351,mannose phosphate isomerase,MPI (copy)
PMM1,hsa:5372,PMM_1,PMM1 (copy)
PMM1,hsa:5372,PMMH-22,PMM1 (copy)
PMM1,hsa:5372,Sec53,PMM1 (copy)
PMM1,hsa:5372,phosphomannomutase 1,PMM1 (copy)
GMPPB,hsa:29925,LGMDR19,GMPPB (copy)
GMPPB,hsa:29925,MDDGA14,GMPPB (copy)
GMPPB,hsa:29925,MDDGB14,GMPPB (copy)
GMPPB,hsa:29925,MDDGC14,GMPPB (copy)
GMPPB,hsa:29925,GDP-mannose pyrophosphorylase B,GMPPB (copy)
PMM2,hsa:5373,CDG1,PMM2 (copy)
PMM2,hsa:5373,CDG1a,PMM2 (copy)
PMM2,hsa:5373,CDGS,PMM2 (copy)
PMM2,hsa:5373,PMI,PMM2 (copy)
PMM2,hsa:5373,PMI1,PMM2 (copy)
PMM2,hsa:5373,PMM_2,PMM2 (copy)
PMM2,hsa:5373,phosphomannomutase 2,PMM2 (copy)
GMDS,hsa:2762,GMD,GMDS (copy)
GMDS,hsa:2762,SDR3E1,GMDS (copy)
GFUS,hsa:7264,FX,GFUS (copy)
GFUS,hsa:7264,P35B,GFUS (copy)
GFUS,hsa:7264,SDR4E1,GFUS (copy)
GFUS,hsa:7264,TSTA3,GFUS (copy)
GFUS,hsa:7264,GDP-L-fucose synthase,GFUS (copy)
FPGT,hsa:8790,GFPP,FPGT (copy)
FPGT,hsa:8790,fucose-1-phosphate guanylyltransferase,FPGT (copy)
TKFC,hsa:26007,DAK,TKFC (copy)
TKFC,hsa:26007,NET45,TKFC (copy)
TKFC,hsa:26007,TKFCD,TKFC (copy)
TKFC,hsa:26007,triokinase and FMN cyclase,TKFC (copy)
GMPPA,hsa:29926,AAMR,GMPPA (copy)
GMPPA,hsa:29926,GDP-mannose pyrophosphorylase A,GMPPA (copy)
FCSK,hsa:197258,1110046B12Rik,FCSK (copy)
FCSK,hsa:197258,CDGF2,FCSK (copy)
FCSK,hsa:197258,FUK,FCSK (copy)
FCSK,hsa:197258,fucose kinase,FCSK (copy)
GLA,hsa:2717,GALA,GLA (copy)
GLA,hsa:2717,galactosidase alpha,GLA (copy)
LCT,hsa:3938,LAC,LCT (copy)
LCT,hsa:3938,LPH,LCT (copy)
LCT,hsa:3938,LPH1,LCT (copy)
LCT,hsa:3938,lactase,LCT (copy)
GLB1,hsa:2720,EBP,GLB1 (copy)
GLB1,hsa:2720,ELNR1,GLB1 (copy)
GLB1,hsa:2720,MPS4B,GLB1 (copy)
GLB1,hsa:2720,galactosidase beta 1,GLB1 (copy)
GALE,hsa:2582,SDR1E1,GALE (copy)
GALE,hsa:2582,UDP-galactose-4-epimerase,GALE (copy)
B4GALT1,hsa:2683,B4GAL-T1,B4GALT1 (copy)
B4GALT1,hsa:2683,CDG2D,B4GALT1 (copy)
B4GALT1,hsa:2683,GGTB2,B4GALT1 (copy)
B4GALT1,hsa:2683,GT1,B4GALT1 (copy)
B4GALT1,hsa:2683,GTB,B4GALT1 (copy)
B4GALT1,hsa:2683,beta4Gal-T1,B4GALT1 (copy)
LALBA,hsa:3906,LYZG,LALBA (copy)
LALBA,hsa:3906,lactalbumin alpha,LALBA (copy)
B4GALT2,hsa:8704,B4Gal-T2,B4GALT2 (copy)
B4GALT2,hsa:8704,B4Gal-T3,B4GALT2 (copy)
B4GALT2,hsa:8704,beta4Gal-T2,B4GALT2 (copy)
GALK1,hsa:2584,GALK,GALK1 (copy)
GALK1,hsa:2584,GK1,GALK1 (copy)
GALK1,hsa:2584,HEL-S-19,GALK1 (copy)
GALK1,hsa:2584,galactokinase 1,GALK1 (copy)
MIOX,hsa:55586,ALDRL6,MIOX (copy)
MIOX,hsa:55586,myo-inositol oxygenase,MIOX (copy)
FASN,hsa:2194,FAS,FASN (copy)
FASN,hsa:2194,OA-519,FASN (copy)
FASN,hsa:2194,SDR27X1,FASN (copy)
FASN,hsa:2194,fatty acid synthase,FASN (copy)
ACACA,hsa:31,ACAC,ACACA (copy)
ACACA,hsa:31,ACACAD,ACACA (copy)
ACACA,hsa:31,ACACalpha,ACACA (copy)
ACACA,hsa:31,ACC,ACACA (copy)
ACACA,hsa:31,ACC1,ACACA (copy)
ACACA,hsa:31,ACCA,ACACA (copy)
ACACA,hsa:31,ACCalpha,ACACA (copy)
ACACA,hsa:31,Acac1,ACACA (copy)
ACACA,hsa:31,hACC1,ACACA (copy)
ACACA,hsa:31,acetyl-CoA carboxylase alpha,ACACA (copy)
MCAT,hsa:27349,FASN2C,MCAT (copy)
MCAT,hsa:27349,MCT,MCAT (copy)
MCAT,hsa:27349,MCT1,MCAT (copy)
MCAT,hsa:27349,MT,MCAT (copy)
MCAT,hsa:27349,NET62,MCAT (copy)
MCAT,hsa:27349,fabD,MCAT (copy)
MCAT,hsa:27349,malonyl-CoA-acyl carrier protein transacylase,MCAT (copy)
OXSM,hsa:54995,CEM1,OXSM (copy)
OXSM,hsa:54995,FASN2D,OXSM (copy)
OXSM,hsa:54995,KASI,OXSM (copy)
OXSM,hsa:54995,KS,OXSM (copy)
OXSM,hsa:54995,3-oxoacyl-ACP synthase,OXSM (copy)
OXSM,hsa:54995,mitochondrial,OXSM (copy)
OLAH,hsa:55301,AURA1,OLAH (copy)
OLAH,hsa:55301,SAST,OLAH (copy)
OLAH,hsa:55301,TE2,OLAH (copy)
OLAH,hsa:55301,THEDC1,OLAH (copy)
OLAH,hsa:55301,oleoyl-ACP hydrolase,OLAH (copy)
ACACB,hsa:32,ACACbeta,ACACB (copy)
ACACB,hsa:32,ACC-beta,ACACB (copy)
ACACB,hsa:32,ACC2,ACACB (copy)
ACACB,hsa:32,ACCB,ACACB (copy)
ACACB,hsa:32,ACCbeta,ACACB (copy)
ACACB,hsa:32,HACC275,ACACB (copy)
ACACB,hsa:32,acetyl-CoA carboxylase beta,ACACB (copy)
ACSL1,hsa:2180,ACS1,ACSL1 (copy)
ACSL1,hsa:2180,FACL1,ACSL1 (copy)
ACSL1,hsa:2180,FACL2,ACSL1 (copy)
ACSL1,hsa:2180,LACS,ACSL1 (copy)
ACSL1,hsa:2180,LACS1,ACSL1 (copy)
ACSL1,hsa:2180,LACS2,ACSL1 (copy)
ACSL1,hsa:2180,acyl-CoA synthetase long chain family member 1,ACSL1 (copy)
ACSL3,hsa:2181,ACS3,ACSL3 (copy)
ACSL3,hsa:2181,FACL3,ACSL3 (copy)
ACSL3,hsa:2181,LACS_3,ACSL3 (copy)
ACSL3,hsa:2181,LACS3,ACSL3 (copy)
ACSL3,hsa:2181,PRO2194,ACSL3 (copy)
ACSL3,hsa:2181,acyl-CoA synthetase long chain family member 3,ACSL3 (copy)
ACSL4,hsa:2182,ACS4,ACSL4 (copy)
ACSL4,hsa:2182,FACL4,ACSL4 (copy)
ACSL4,hsa:2182,LACS4,ACSL4 (copy)
ACSL4,hsa:2182,MRX63,ACSL4 (copy)
ACSL4,hsa:2182,MRX68,ACSL4 (copy)
ACSL4,hsa:2182,XLID63,ACSL4 (copy)
ACSL4,hsa:2182,acyl-CoA synthetase long chain family member 4,ACSL4 (copy)
ACSBG1,hsa:23205,BG,ACSBG1 (copy)
ACSBG1,hsa:23205,BG1,ACSBG1 (copy)
ACSBG1,hsa:23205,BGM,ACSBG1 (copy)
ACSBG1,hsa:23205,GR-LACS,ACSBG1 (copy)
ACSBG1,hsa:23205,LPD,ACSBG1 (copy)
ACSBG1,hsa:23205,acyl-CoA synthetase bubblegum family member 1,ACSBG1 (copy)
ACSL6,hsa:23305,ACS2,ACSL6 (copy)
ACSL6,hsa:23305,FACL6,ACSL6 (copy)
ACSL6,hsa:23305,LACS_6,ACSL6 (copy)
ACSL6,hsa:23305,LACS2,ACSL6 (copy)
ACSL6,hsa:23305,LACS5,ACSL6 (copy)
ACSL6,hsa:23305,acyl-CoA synthetase long chain family member 6,ACSL6 (copy)
ACSL5,hsa:51703,ACS2,ACSL5 (copy)
ACSL5,hsa:51703,ACS5,ACSL5 (copy)
ACSL5,hsa:51703,FACL5,ACSL5 (copy)
ACSL5,hsa:51703,acyl-CoA synthetase long chain family member 5,ACSL5 (copy)
ACSBG2,hsa:81616,BGR,ACSBG2 (copy)
ACSBG2,hsa:81616,BRGL,ACSBG2 (copy)
ACSBG2,hsa:81616,PRTD-NY3,ACSBG2 (copy)
ACSBG2,hsa:81616,PRTDNY3,ACSBG2 (copy)
ACSBG2,hsa:81616,acyl-CoA synthetase bubblegum family member 2,ACSBG2 (copy)
MECR,hsa:51102,CGI-63,MECR (copy)
MECR,hsa:51102,DYTOABG,MECR (copy)
MECR,hsa:51102,ETR1,MECR (copy)
MECR,hsa:51102,FASN2B,MECR (copy)
MECR,hsa:51102,NRBF1,MECR (copy)
MECR,hsa:51102,mitochondrial trans-2-enoyl-CoA reductase,MECR (copy)
HSD17B8,hsa:7923,D6S2245E,HSD17B8 (copy)
HSD17B8,hsa:7923,FABG,HSD17B8 (copy)
HSD17B8,hsa:7923,FABGL,HSD17B8 (copy)
HSD17B8,hsa:7923,H2-KE6,HSD17B8 (copy)
HSD17B8,hsa:7923,HKE6,HSD17B8 (copy)
HSD17B8,hsa:7923,KE6,HSD17B8 (copy)
HSD17B8,hsa:7923,RING2,HSD17B8 (copy)
HSD17B8,hsa:7923,SDR30C1,HSD17B8 (copy)
HSD17B8,hsa:7923,dJ1033B10.9,HSD17B8 (copy)
HSD17B8,hsa:7923,hydroxysteroid 17-beta dehydrogenase 8,HSD17B8 (copy)
CBR4,hsa:84869,SDR45C1,CBR4 (copy)
CBR4,hsa:84869,carbonyl reductase 4,CBR4 (copy)
HADH,hsa:3033,HAD,HADH (copy)
HADH,hsa:3033,HADH1,HADH (copy)
HADH,hsa:3033,HADHSC,HADH (copy)
HADH,hsa:3033,HCDH,HADH (copy)
HADH,hsa:3033,HHF4,HADH (copy)
HADH,hsa:3033,MSCHAD,HADH (copy)
HADH,hsa:3033,SCHAD,HADH (copy)
HADH,hsa:3033,hydroxyacyl-CoA dehydrogenase,HADH (copy)
ACAA2,hsa:10449,DSAEC,ACAA2 (copy)
ACAA2,hsa:10449,acetyl-CoA acyltransferase 2,ACAA2 (copy)
HADHA,hsa:3030,ECHA,HADHA (copy)
HADHA,hsa:3030,GBP,HADHA (copy)
HADHA,hsa:3030,HADH,HADHA (copy)
HADHA,hsa:3030,LCEH,HADHA (copy)
HADHA,hsa:3030,LCHAD,HADHA (copy)
HADHA,hsa:3030,MTPA,HADHA (copy)
HADHA,hsa:3030,TP-ALPHA,HADHA (copy)
HADHA,hsa:3030,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,HADHA (copy)
ECHS1,hsa:1892,ECHS1D,ECHS1 (copy)
ECHS1,hsa:1892,SCEH,ECHS1 (copy)
ECHS1,hsa:1892,mECH,ECHS1 (copy)
ECHS1,hsa:1892,mECH1,ECHS1 (copy)
ECHS1,hsa:1892,enoyl-CoA hydratase,ECHS1 (copy)
ECHS1,hsa:1892,short chain 1,ECHS1 (copy)
HADHB,hsa:3032,ECHB,HADHB (copy)
HADHB,hsa:3032,MSTP029,HADHB (copy)
HADHB,hsa:3032,MTPB,HADHB (copy)
HADHB,hsa:3032,TP-BETA,HADHB (copy)
HADHB,hsa:3032,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,HADHB (copy)
PPT1,hsa:5538,CLN1,PPT1 (copy)
PPT1,hsa:5538,INCL,PPT1 (copy)
PPT1,hsa:5538,PPT,PPT1 (copy)
PPT1,hsa:5538,palmitoyl-protein thioesterase 1,PPT1 (copy)
PPT2,hsa:9374,C6orf8,PPT2 (copy)
PPT2,hsa:9374,G14,PPT2 (copy)
PPT2,hsa:9374,PPT-2,PPT2 (copy)
PPT2,hsa:9374,palmitoyl-protein thioesterase 2,PPT2 (copy)
HSD17B12,hsa:51144,KAR,HSD17B12 (copy)
HSD17B12,hsa:51144,SDR12C1,HSD17B12 (copy)
HSD17B12,hsa:51144,hydroxysteroid 17-beta dehydrogenase 12,HSD17B12 (copy)
HACD2,hsa:201562,PTPLB,HACD2 (copy)
HACD2,hsa:201562,3-hydroxyacyl-CoA dehydratase 2,HACD2 (copy)
HACD4,hsa:401494,PTPLAD2,HACD4 (copy)
HACD4,hsa:401494,3-hydroxyacyl-CoA dehydratase 4,HACD4 (copy)
TECR,hsa:9524,GPSN2,TECR (copy)
TECR,hsa:9524,MRT14,TECR (copy)
TECR,hsa:9524,SC2,TECR (copy)
TECR,hsa:9524,TER,TECR (copy)
HACD3,hsa:51495,B-IND1,HACD3 (copy)
HACD3,hsa:51495,BIND1,HACD3 (copy)
HACD3,hsa:51495,HSPC121,HACD3 (copy)
HACD3,hsa:51495,PTPLAD1,HACD3 (copy)
HACD3,hsa:51495,3-hydroxyacyl-CoA dehydratase 3,HACD3 (copy)
HACD1,hsa:9200,CAP,HACD1 (copy)
HACD1,hsa:9200,PTPLA,HACD1 (copy)
HACD1,hsa:9200,3-hydroxyacyl-CoA dehydratase 1,HACD1 (copy)
ACOT2,hsa:10965,CTE-IA,ACOT2 (copy)
ACOT2,hsa:10965,CTE1A,ACOT2 (copy)
ACOT2,hsa:10965,MTE1,ACOT2 (copy)
ACOT2,hsa:10965,PTE2,ACOT2 (copy)
ACOT2,hsa:10965,PTE2A,ACOT2 (copy)
