Entry,Entry_Name,Gene_Names,Protein_names,Gene_Names_synonym,gene_id,HGNC_name,HGNC_prev_name,HGNC_alias_name,HGNC_alias_symbol,NCBI_nomenclaturename,NCBI_otheraliases,Gene_name(primary)
O14649,KCNK3_HUMAN,KCNK3; TASK; TASK1,Potassium channel subfamily K member 3; Acid-sensitive potassium channel protein TASK-1; TWIK-related acid-sensitive K(+; Two pore potassium channel KT3.1; Two pore K(+,TASK; TASK1,3777,potassium two pore domain channel subfamily K member 3,potassium channel; subfamily K; member 3; potassium channel; two pore domain subfamily K; member 3,TWIK-related acid-sensitive K+ 1,K2p3.1; TASK; TASK-1; TASK1,potassium two pore domain channel subfamily K member 3,K2p3.1; OAT1; PPH4; TASK; TASK-1; TASK1; TBAK1,KCNK3
O14654,IRS4_HUMAN,IRS4,Insulin receptor substrate 4; IRS-4; 160 kDa phosphotyrosine protein; py160; Phosphoprotein of 160 kDa; pp160,,8471,insulin receptor substrate 4,,,PY160; IRS-4,insulin receptor substrate 4,CHNG9; IRS-4; PY160,IRS4
O14686,KMT2D_HUMAN,KMT2D; ALR; MLL2; MLL4,Histone-lysine N-methyltransferase 2D; Lysine N-methyltransferase 2D; EC 2.1.1.364; ALL1-related protein; Myeloid/lymphoid or mixed-lineage leukemia protein 2,ALR; MLL2; MLL4,8085,lysine methyltransferase 2D,trinucleotide repeat containing 21; myeloid/lymphoid or mixed-lineage leukemia 2; lysine (K)-specific methyltransferase 2D,histone-lysine N-methyltransferase 2D; ALL1-related,ALR; MLL4; CAGL114,lysine methyltransferase 2D,AAD10; ALR; BCAHH; CAGL114; KABUK1; KMS; MLL2; MLL4; TNRC21,KMT2D
O14713,ITBP1_HUMAN,ITGB1BP1; ICAP1,Integrin beta-1-binding protein 1; Integrin cytoplasmic domain-associated protein 1; ICAP-1,ICAP1,9270,integrin subunit beta 1 binding protein 1,integrin beta 1 binding protein 1,integrin cytoplasmic domain-associated protein 1; integrin cytoplasmic domain-associated protein 1-beta; integrin cytoplasmic domain-associated protein 1-alpha; bodenin,ICAP-1A; ICAP-1B; ICAP1; ICAP1A; ICAP1B; ICAP-1alpha,integrin subunit beta 1 binding protein 1,ICAP-1A; ICAP-1B; ICAP-1alpha; ICAP1; ICAP1A; ICAP1B,ITGB1BP1
O14727,APAF_HUMAN,APAF1; KIAA0413,Apoptotic protease-activating factor 1; APAF-1,KIAA0413,317,apoptotic peptidase activating factor 1,apoptotic protease activating factor; apoptotic peptidase activating factor,,CED4; APAF-1,apoptotic peptidase activating factor 1,APAF-1; CED4,APAF1
O14730,RIOK3_HUMAN,RIOK3; SUDD,Serine/threonine-protein kinase RIO3; EC 2.7.11.1; RIO kinase 3; sudD homolog,SUDD,8780,RIO kinase 3,sudD (suppressor of bimD6; Aspergillus nidulans) homolog; RIO kinase 3 (yeast),,,RIO kinase 3,SUDD,RIOK3
O14733,MP2K7_HUMAN,MAP2K7; JNKK2; MEK7; MKK7; PRKMK7; SKK4,Dual specificity mitogen-activated protein kinase kinase 7; MAP kinase kinase 7; MAPKK 7; EC 2.7.12.2; JNK-activating kinase 2; MAPK/ERK kinase 7; MEK 7; Stress-activated protein kinase kinase 4; SAPK kinase 4; SAPKK-4; SAPKK4; c-Jun N-terminal kinase kinase 2; JNK kinase 2; JNKK 2,JNKK2; MEK7; MKK7; PRKMK7; SKK4,5609,mitogen-activated protein kinase kinase 7,,Dual specificity mitogen-activated protein kinase kinase 7; stress-activated protein kinase kinase 4,MKK7; Jnkk2; SAPKK4,mitogen-activated protein kinase kinase 7,JNKK2; MAPKK7; MEK; MEK 7; MKK7; PRKMK7; SAPKK-4; SAPKK4,MAP2K7
O14737,PDCD5_HUMAN,PDCD5; TFAR19,Programmed cell death protein 5; TF-1 cell apoptosis-related protein 19; Protein TFAR19,TFAR19,9141,programmed cell death 5,,TFAR19 novel apoptosis-related; TF1 cell apoptosis-related gene 19,TFAR19; MGC9294,programmed cell death 5,TFAR19,PDCD5
O14744,ANM5_HUMAN,PRMT5; HRMT1L5; IBP72; JBP1; SKB1,Protein arginine N-methyltransferase 5; PRMT5; EC 2.1.1.320; 72 kDa ICln-binding protein; Histone-arginine N-methyltransferase PRMT5; Jak-binding protein 1; Shk1 kinase-binding protein 1 homolog; SKB1 homolog; SKB1Hs,HRMT1L5; IBP72; JBP1; SKB1,10419,protein arginine methyltransferase 5,skb1 (S. pombe) homolog; SKB1 homolog (S. pombe),,SKB1Hs,protein arginine methyltransferase 5,HRMT1L5; HSL7; IBP72; JBP1; SKB1; SKB1Hs,PRMT5
O14745,NHRF1_HUMAN,NHERF1; NHERF; SLC9A3R1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1; +; +; NHERF-1; Ezrin-radixin-moesin-binding phosphoprotein 50; EBP50; Regulatory cofactor of Na(+; +; Sodium-hydrogen exchanger regulatory factor 1; Solute carrier family 9 isoform A3 regulatory factor 1,NHERF; SLC9A3R1,9368,NHERF family PDZ scaffold protein 1,solute carrier family 9 (sodium/hydrogen exchanger); isoform 3 regulatory factor 1; solute carrier family 9 (sodium/hydrogen exchanger); isoform 3 regulator 1; solute carrier family 9 (sodium/hydrogen exchanger); member 3 regulator 1; solute carrier family 9; subfamily A (NHE3; cation proton antiporter 3); member 3 regulator 1; SLC9A3 regulator 1,ezrin-radixin-moesin-binding phosphoprotein 50; Na(+)/H(+) exchange regulatory cofactor 1,NHERF; EBP50; NHERF-1; NHE-RF,NHERF family PDZ scaffold protein 1,EBP50; NHE-RF; NHERF; NHERF-1; NPHLOP2; SLC9A3R1,NHERF1
O14746,TERT_HUMAN,TERT; EST2; TCS1; TRT,Telomerase reverse transcriptase; EC 2.7.7.49; HEST2; Telomerase catalytic subunit; Telomerase-associated protein 2; TP2,EST2; TCS1; TRT,7015,telomerase reverse transcriptase,,,TRT; TP2; TCS1; hEST2; EST2,telomerase reverse transcriptase,CMM9; DKCA2; DKCB4; EST2; PFBMFT1; TCS1; TP2; TRT; hEST2; hTRT,TERT
O14757,CHK1_HUMAN,CHEK1; CHK1,Serine/threonine-protein kinase Chk1; EC 2.7.11.1; CHK1 checkpoint homolog; Cell cycle checkpoint kinase; Checkpoint kinase-1,CHK1,1111,checkpoint kinase 1,CHK1 (checkpoint; S.pombe) homolog; CHK1 checkpoint homolog (S. pombe),,CHK1,checkpoint kinase 1,CHK1; OZEMA21,CHEK1
O14773,TPP1_HUMAN,TPP1; CLN2; GIG1; UNQ267/PRO304,Tripeptidyl-peptidase 1; TPP-1; EC 3.4.14.9; Cell growth-inhibiting gene 1 protein; Lysosomal pepstatin-insensitive protease; LPIC; Tripeptidyl aminopeptidase; Tripeptidyl-peptidase I; TPP-I,CLN2,1200,tripeptidyl peptidase 1,ceroid-lipofuscinosis; neuronal 2; late infantile (Jansky-Bielschowsky disease); spinocerebellar ataxia; autosomal recessive 7; tripeptidyl peptidase I,TPP I; lysosomal pepstatin-insensitive carboxypeptidase,LPIC; TPP-1,tripeptidyl peptidase 1,CLN2; GIG1; LPIC; SCAR7; TPP-1,TPP1
O14775,GNB5_HUMAN,GNB5,Guanine nucleotide-binding protein subunit beta-5; Gbeta5; Transducin beta chain 5,,10681,G protein subunit beta 5,guanine nucleotide binding protein (G protein); beta 5,Guanine nucleotide-binding protein subunit beta-5; Transducin beta chain 5,GB5,G protein subunit beta 5,GB5; HG2E; IDDCA; LADCI; LDMLS1; LDMLS2; gbeta5,GNB5
O14777,NDC80_HUMAN,NDC80; HEC; HEC1; KNTC2,Kinetochore protein NDC80 homolog; Highly expressed in cancer protein; Kinetochore protein Hec1; HsHec1; Kinetochore-associated protein 2; Retinoblastoma-associated protein HEC,HEC; HEC1; KNTC2,10403,NDC80 kinetochore complex component,highly expressed in cancer; rich in leucine heptad repeats (yeast); kinetochore associated 2; NDC80 kinetochore complex component homolog (S. cerevisiae),,HEC; HEC1; hsNDC80; TID3,NDC80 kinetochore complex component,HEC; HEC1; HsHec1; KNTC2; TID3; hsNDC80,NDC80
O14807,RASM_HUMAN,MRAS; RRAS3,Ras-related protein M-Ras; EC 3.6.5.2; Ras-related protein R-Ras3,RRAS3,22808,muscle RAS oncogene homolog,,,M-RAs; R-RAS3; RRAS3,muscle RAS oncogene homolog,M-RAs; NS11; R-RAS3; RRAS3,MRAS
O14813,PHX2A_HUMAN,PHOX2A; ARIX; PMX2A,Paired mesoderm homeobox protein 2A; ARIX1 homeodomain protein; Aristaless homeobox protein homolog; Paired-like homeobox 2A,ARIX; PMX2A,401,paired like homeobox 2A,aristaless (Drosophila) homeobox; aristaless homeobox (Drosophila); fibrosis of extraocular muscles; congenital; 2; autosomal recessive; paired-like (aristaless) homeobox 2a; paired like homeobox 2a,,PMX2A; CFEOM2,paired like homeobox 2A,ARIX; CFEOM2; FEOM2; NCAM2; PMX2A,PHOX2A
O14818,PSA7_HUMAN,PSMA7; HSPC,Proteasome subunit alpha type-7; Proteasome subunit RC6-1; Proteasome subunit XAPC7; Proteasome subunit alpha-4; alpha-4,HSPC,5688,proteasome 20S subunit alpha 7,proteasome (prosome; macropain) subunit; alpha type; 7; proteasome subunit alpha 7,proteasome subunit XAPC7; proteasome subunit RC6-1; proteasome subunit ??4,XAPC7; C6; HSPC; RC6-1,proteasome 20S subunit alpha 7,C6; HEL-S-276; HSPC; RC6-1; XAPC7,PSMA7
O14827,RGRF2_HUMAN,RASGRF2; GRF2,Ras-specific guanine nucleotide-releasing factor 2; Ras-GRF2; Ras guanine nucleotide exchange factor 2,GRF2,5924,Ras protein specific guanine nucleotide releasing factor 2,,,GRF2; Ras-GRF2,Ras protein specific guanine nucleotide releasing factor 2,GRF2; RAS-GRF2,RASGRF2
O14904,WNT9A_HUMAN,WNT9A; WNT14,Protein Wnt-9a; Protein Wnt-14,WNT14,7483,Wnt family member 9A,wingless-type MMTV integration site family; member 14; wingless-type MMTV integration site family; member 9A,,,Wnt family member 9A,WNT14,WNT9A
O14905,WNT9B_HUMAN,WNT9B; WNT14B; WNT15; UNQ6973/PRO21956,Protein Wnt-9b; Protein Wnt-14b; Protein Wnt-15,WNT14B; WNT15,7484,Wnt family member 9B,wingless-type MMTV integration site family; member 15; wingless-type MMTV integration site family; member 9B,,WNT14B,Wnt family member 9B,WNT14B; WNT15,WNT9B
O14920,IKKB_HUMAN,IKBKB; IKKB,Inhibitor of nuclear factor kappa-B kinase subunit beta; I-kappa-B-kinase beta; IKK-B; IKK-beta; IkBKB; EC 2.7.11.10; I-kappa-B kinase 2; IKK-2; IKK2; Nuclear factor NF-kappa-B inhibitor kinase beta; NFKBIKB; Serine/threonine protein kinase IKBKB; EC 2.7.11.1,IKKB,3551,inhibitor of nuclear factor kappa B kinase subunit beta,inhibitor of kappa light polypeptide gene enhancer in B-cells; kinase beta,,IKK2; NFKBIKB; IKK-beta; IKKB,inhibitor of nuclear factor kappa B kinase subunit beta,IKK-2; IKK-beta; IKK2; IKKB; IMD15; IMD15A; IMD15B; NFKBIKB,IKBKB
O14936,CSKP_HUMAN,CASK; LIN2,Peripheral plasma membrane protein CASK; hCASK; EC 2.7.11.1; Calcium/calmodulin-dependent serine protein kinase; Protein lin-2 homolog,LIN2,8573,calcium/calmodulin dependent serine protein kinase,trinucleotide repeat containing 8; calcium/calmodulin-dependent serine protein kinase (MAGUK family),,LIN2; CAGH39; FGS4,calcium/calmodulin dependent serine protein kinase,CAGH39; CAMGUK; CMG; FGS4; LIN2; MICPCH; MRXSNA; TNRC8; hCASK,CASK
O14939,PLD2_HUMAN,PLD2,Phospholipase D2; PLD 2; hPLD2; EC 3.1.4.4; Choline phosphatase 2; PLD1C; Phosphatidylcholine-hydrolyzing phospholipase D2,,5338,phospholipase D2,,choline phosphatase 2,,phospholipase D2,PLD1C,PLD2
O14950,ML12B_HUMAN,MYL12B; MRLC2; MYLC2B,Myosin regulatory light chain 12B; MLC-2A; MLC-2; Myosin regulatory light chain 2-B; smooth muscle isoform; Myosin regulatory light chain 20 kDa; MLC20; Myosin regulatory light chain MRLC2; SHUJUN-1,MRLC2; MYLC2B,103910,myosin light chain 12B,myosin; light chain 12B; regulatory,myosin regulatory light chain 2,MRLC2,myosin light chain 12B,MLC-B; MRLC2,MYL12B
O14958,CASQ2_HUMAN,CASQ2,Calsequestrin-2; Calsequestrin; cardiac muscle isoform,,845,calsequestrin 2,calsequestrin 2 (cardiac muscle),,PDIB2,calsequestrin 2,PDIB2,CASQ2
O14964,HGS_HUMAN,HGS; HRS,Hepatocyte growth factor-regulated tyrosine kinase substrate; Hrs; Protein pp110,HRS,9146,hepatocyte growth factor-regulated tyrosine kinase substrate,,,Hrs; ZFYVE8; Vps27,hepatocyte growth factor-regulated tyrosine kinase substrate,HRS,HGS
O14965,AURKA_HUMAN,AURKA; AIK; AIRK1; ARK1; AURA; AYK1; BTAK; IAK1; STK15; STK6,Aurora kinase A; EC 2.7.11.1; Aurora 2; Aurora/IPL1-related kinase 1; ARK-1; Aurora-related kinase 1; Breast tumor-amplified kinase; Ipl1- and aurora-related kinase 1; Serine/threonine-protein kinase 15; Serine/threonine-protein kinase 6; Serine/threonine-protein kinase Ayk1; Serine/threonine-protein kinase aurora-A,AIK; AIRK1; ARK1; AURA; AYK1; BTAK; IAK1; STK15; STK6,6790,aurora kinase A,serine/threonine kinase 15; serine/threonine kinase 6,protein phosphatase 1; regulatory subunit 47; Aurora-A kinase,BTAK; AurA; STK7; ARK1; PPP1R47; AIK,aurora kinase A,AIK; ARK1; AURA; BTAK; PPP1R47; STK15; STK6; STK7,AURKA
O14974,MYPT1_HUMAN,PPP1R12A; MBS; MYPT1,Protein phosphatase 1 regulatory subunit 12A; Myosin phosphatase-targeting subunit 1; Myosin phosphatase target subunit 1; Protein phosphatase myosin-binding subunit,MBS; MYPT1,4659,protein phosphatase 1 regulatory subunit 12A,protein phosphatase 1; regulatory (inhibitor) subunit 12A; protein phosphatase 1; regulatory subunit 12A,myosin phosphatase-targeting subunit 1; myosin binding subunit,MBS; M130,protein phosphatase 1 regulatory subunit 12A,GUBS; M130; MBS; MYPT1,PPP1R12A
O14976,GAK_HUMAN,GAK; DNAJC26,Cyclin-G-associated kinase; EC 2.7.11.1; DnaJ homolog subfamily C member 26,DNAJC26,2580,cyclin G associated kinase,,auxilin-2,DNAJC26,cyclin G associated kinase,DNAJ26; DNAJC26,GAK
O14980,XPO1_HUMAN,XPO1; CRM1,Exportin-1; Exp1; Chromosome region maintenance 1 protein homolog,CRM1,7514,exportin 1,exportin 1 (CRM1; yeast; homolog); exportin 1 (CRM1 homolog; yeast),chromosome region maintenance 1 homolog (yeast),CRM1; CRM-1; emb,exportin 1,CRM-1; CRM1; emb; exp1,XPO1
O14986,PI51B_HUMAN,PIP5K1B; STM7,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta; PIP5K1-beta; PtdIns(4; EC 2.7.1.68; Phosphatidylinositol 4-phosphate 5-kinase type I beta; PIP5KIbeta; Protein STM-7; Type I phosphatidylinositol 4-phosphate 5-kinase beta,STM7,8395,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,phosphatidylinositol-4-phosphate 5-kinase; type I; beta,,STM7; MSS4,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,MSS4; STM7,PIP5K1B
O15014,ZN609_HUMAN,ZNF609; KIAA0295,Zinc finger protein 609,KIAA0295,23060,zinc finger protein 609,,,KIAA0295,zinc finger protein 609,,ZNF609
O15020,SPTN2_HUMAN,SPTBN2; KIAA0302; SCA5,Spectrin beta chain; non-erythrocytic 2; Beta-III spectrin; Spinocerebellar ataxia 5 protein,KIAA0302; SCA5,6712,spectrin beta; non-erythrocytic 2,spinocerebellar ataxia 5,,,spectrin beta; non-erythrocytic 2,GTRAP41; SCA5; SCAR14,SPTBN2
O15027,SC16A_HUMAN,SEC16A; KIAA0310; SEC16; SEC16L,Protein transport protein Sec16A; SEC16 homolog A; p250,KIAA0310; SEC16; SEC16L,9919,SEC16 homolog A; endoplasmic reticulum export factor,KIAA0310; SEC16 homolog A (S. cerevisiae),,p250; Sec16L,SEC16 homolog A; endoplasmic reticulum export factor,KIAA0310; SEC16L; p250,SEC16A
O15033,AREL1_HUMAN,AREL1; KIAA0317,Apoptosis-resistant E3 ubiquitin protein ligase 1; EC 2.3.2.26; Apoptosis-resistant HECT-type E3 ubiquitin transferase 1,KIAA0317,9870,apoptosis resistant E3 ubiquitin protein ligase 1,KIAA0317,fibrosis-inducing E3 ligase 1,FIEL1,apoptosis resistant E3 ubiquitin protein ligase 1,FIEL1; KIAA0317,AREL1
O15055,PER2_HUMAN,PER2; KIAA0347,Period circadian protein homolog 2; hPER2; Circadian clock protein PERIOD 2,KIAA0347,8864,period circadian regulator 2,period (Drosophila) homolog 2; period homolog 2 (Drosophila); period circadian clock 2,,KIAA0347,period circadian regulator 2,FASPS; FASPS1,PER2
O15056,SYNJ2_HUMAN,SYNJ2; KIAA0348,Synaptojanin-2; EC 3.1.3.36; Synaptic inositol 1;4;5-trisphosphate 5-phosphatase 2,KIAA0348,8871,synaptojanin 2,,synaptic inositol 1;4;5-trisphosphate 5-phosphatase 2; phosphoinositide 5-phosphatase; inositol polyphosphate-5-phosphatase H,INPP5H,synaptojanin 2,INPP5H,SYNJ2
O15084,ANR28_HUMAN,ANKRD28; KIAA0379,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A; PP6-ARS-A; Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A; Ankyrin repeat domain-containing protein 28; Phosphatase interactor targeting protein hnRNP K; PITK,KIAA0379,23243,ankyrin repeat domain 28,,phosphatase interactor targeting K protein; protein phosphatase 6 ankyrin repeat subunit A; protein phosphatase 1; regulatory subunit 65,KIAA0379; PITK; PP6-ARS-A; PPP1R65; FAP79; CFAP79,ankyrin repeat domain 28,CFAP79; FAP79; PITK; PPP1R65,ANKRD28
O15111,IKKA_HUMAN,CHUK; IKKA; TCF16,Inhibitor of nuclear factor kappa-B kinase subunit alpha; I-kappa-B kinase alpha; IKK-A; IKK-alpha; IkBKA; IkappaB kinase; EC 2.7.11.10; Conserved helix-loop-helix ubiquitous kinase; I-kappa-B kinase 1; IKK-1; IKK1; Nuclear factor NF-kappa-B inhibitor kinase alpha; NFKBIKA; Transcription factor 16; TCF-16,IKKA; TCF16,1147,component of inhibitor of nuclear factor kappa B kinase complex,conserved helix-loop-helix ubiquitous kinase,inhibitor of nuclear factor kappa-B kinase subunit alpha; I-kappa-B kinase,IKK1; IKK-alpha; IkBKA; NFKBIKA; IKKA,component of inhibitor of nuclear factor kappa B kinase complex,BPS2; IKBKA; IKK-1; IKK-alpha; IKK1; IKKA; NFKBIKA; TCF16,CHUK
O15117,FYB1_HUMAN,FYB1; FYB; SLAP130,FYN-binding protein 1; Adhesion and degranulation promoting adaptor protein; ADAP; FYB-120/130; p120/p130; FYN-T-binding protein; SLAP-130; SLP-76-associated phosphoprotein,FYB; SLAP130,2533,FYN binding protein 1,FYN-binding protein (FYB-120/130); FYN binding protein,adhesion and degranulation promoting adaptor protein,SLAP-130; FYB-120/130; ADAP,FYN binding protein 1,ADAP; FYB; PRO0823; SLAP-130; SLAP130; THC3,FYB1
O15119,TBX3_HUMAN,TBX3,T-box transcription factor TBX3; T-box protein 3,,6926,T-box transcription factor 3,ulnar mammary syndrome; T-box 3,,TBX3-ISO; XHL,T-box transcription factor 3,TBX3-ISO; UMS; XHL,TBX3
O15143,ARC1B_HUMAN,ARPC1B; ARC41,Actin-related protein 2/3 complex subunit 1B; Arp2/3 complex 41 kDa subunit; p41-ARC,ARC41,10095,actin related protein 2/3 complex subunit 1B,actin related protein 2/3 complex; subunit 1B (41 kD); actin related protein 2/3 complex subunit 1B; 41kDa,ARP2/3 protein complex subunit p41; actin related protein 2/3 complex; subunit 1A (41 kD),ARC41; p40-ARC; p41-ARC,actin related protein 2/3 complex subunit 1B,ARC41; IMD71; PLTEID; p40-ARC; p41-ARC,ARPC1B
O15151,MDM4_HUMAN,MDM4; MDMX,Protein Mdm4; Double minute 4 protein; Mdm2-like p53-binding protein; Protein Mdmx; p53-binding protein Mdm4,MDMX,4194,MDM4 regulator of p53,mouse double minute 4; human homolog of; p53-binding protein; Mdm4; transformed 3T3 cell double minute 4; p53 binding protein (mouse); Mdm4 p53 binding protein homolog (mouse); MDM4; p53 regulator,,MDMX; HDMX,MDM4 regulator of p53,BMFS6; HDMX; MDMX; MRP1,MDM4
O15162,PLS1_HUMAN,PLSCR1,Phospholipid scramblase 1; PL scramblase 1; Ca(2+; Erythrocyte phospholipid scramblase; Mg(2+; EC 3.1.-.-; MmTRA1b,,5359,phospholipid scramblase 1,,,MMTRA1B,phospholipid scramblase 1,MMTRA1B,PLSCR1
O15169,AXIN1_HUMAN,AXIN1; AXIN,Axin-1; Axis inhibition protein 1; hAxin,AXIN,8312,axin 1,,protein phosphatase 1; regulatory subunit 49,PPP1R49,axin 1,AXIN; CMDOH; PPP1R49,AXIN1
O15194,CTDSL_HUMAN,CTDSPL; C3orf8; NIF1; NIFL; SCP3; YA22,CTD small phosphatase-like protein; CTDSP-like; EC 3.1.3.16; Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 3; NIF-like protein; Nuclear LIM interactor-interacting factor 1; NLI-interacting factor 1; Protein YA22; hYA22; RBSP3; Small C-terminal domain phosphatase 3; SCP3; Small CTD phosphatase 3,C3orf8; NIF1; NIFL; SCP3; YA22,10217,CTD small phosphatase like,chromosome 3 open reading frame 8; CTD (carboxy-terminal domain; RNA polymerase II; polypeptide A) small phosphatase-like,small CTD phosphatase 3; HYA22 protein; RB protein serine phosphatase from chromosome 3,HYA22; SCP3; PSR1; RBSP3,CTD small phosphatase like,C3orf8; HYA22; PSR1; RBSP3; SCP3,CTDSPL
O15198,SMAD9_HUMAN,SMAD9; MADH6; MADH9; SMAD8,Mothers against decapentaplegic homolog 9; MAD homolog 9; Mothers against DPP homolog 9; Madh6; SMAD family member 9; SMAD 9; Smad9,MADH6; MADH9; SMAD8,4093,SMAD family member 9,MAD; mothers against decapentaplegic homolog 9 (Drosophila); SMAD; mothers against DPP homolog 9 (Drosophila),,SMAD8; SMAD8/9,SMAD family member 9,MADH6; MADH9; PPH2; SMAD8; SMAD8/9; SMAD8A; SMAD8B,SMAD9
O15217,GSTA4_HUMAN,GSTA4,Glutathione S-transferase A4; EC 2.5.1.18; GST class-alpha member 4; Glutathione S-transferase A4-4,,2941,glutathione S-transferase alpha 4,glutathione S-transferase A4,,,glutathione S-transferase alpha 4,GSTA4-4; GTA4,GSTA4
O15259,NPHP1_HUMAN,NPHP1; NPH1,Nephrocystin-1; Juvenile nephronophthisis 1 protein,NPH1,4867,nephrocystin 1,nephronophthisis 1 (juvenile),,JBTS4; SLSN1,nephrocystin 1,JBTS4; NPH1; SLSN1,NPHP1
O15264,MK13_HUMAN,MAPK13; PRKM13; SAPK4,Mitogen-activated protein kinase 13; MAP kinase 13; MAPK 13; EC 2.7.11.24; Mitogen-activated protein kinase p38 delta; MAP kinase p38 delta; Stress-activated protein kinase 4,PRKM13; SAPK4,5603,mitogen-activated protein kinase 13,,,SAPK4; p38delta,mitogen-activated protein kinase 13,MAPK 13; MAPK-13; PRKM13; SAPK4; p38delta,MAPK13
O15266,SHOX_HUMAN,SHOX; PHOG,Short stature homeobox protein; Pseudoautosomal homeobox-containing osteogenic protein; Short stature homeobox-containing protein,PHOG,6473,SHOX homeobox,short stature homeobox,pseudoautosomal homeobox-containing osteogenic gene,PHOG; GCFX; SS; SHOXY; SHOX1,SHOX homeobox,GCFX; PHOG; SHOX1; SHOXY; SS,SHOX
O15269,SPTC1_HUMAN,SPTLC1; LCB1,Serine palmitoyltransferase 1; EC 2.3.1.50; Long chain base biosynthesis protein 1; LCB 1; Serine-palmitoyl-CoA transferase 1; SPT 1; SPT1,LCB1,10558,serine palmitoyltransferase long chain base subunit 1,hereditary sensory neuropathy; type 1,,LCB1; SPTI; HSAN1; hLCB1,serine palmitoyltransferase long chain base subunit 1,ALS27; HSAN1; HSN1; LBC1; LCB1; SPT1; SPTI,SPTLC1
O15273,TELT_HUMAN,TCAP,Telethonin; Titin cap protein,,8557,titin-cap,limb girdle muscular dystrophy 2G (autosomal recessive); titin-cap (telethonin),19 kDa sarcomeric protein; teneurin C-terminal associated peptide,T-cap; TELE; telethonin; CMD1N,titin-cap,CMD1N; CMH25; LGMD2G; LGMDR7; T-cap; TELE; telethonin,TCAP
